Symbol,Date,Time,Open,High,Low,Close,EMA,Signal,Qty,TimeChart,TimeEpoch,SignalKey
AMBER,17-Oct-25,14.00,8312.5,8313.5,8270.0,8273.0,8306.316544909927,SELL,100,2025-10-17 14:00,1760689800,17-Oct-25|14.00|8312.5|8273.0
AMBER,20-Oct-25,09.18,8311.5,8375.0,8311.5,8369.0,8298.348381049858,BUY,100,2025-10-20 09:18,1760932080,20-Oct-25|09.18|8311.5|8369.0
AMBER,20-Oct-25,09.42,8309.5,8309.5,8253.0,8260.0,8299.146545406196,SELL,100,2025-10-20 09:42,1760933520,20-Oct-25|09.42|8309.5|8260.0
AMBER,23-Oct-25,12.18,8235.0,8260.0,8229.5,8254.0,8236.919536348889,BUY,100,2025-10-23 12:18,1761202080,23-Oct-25|12.18|8235.0|8254.0
AMBER,24-Oct-25,12.00,8330.0,8330.0,8265.5,8269.0,8307.191445636056,SELL,100,2025-10-24 12:00,1761287400,24-Oct-25|12.00|8330.0|8269.0
AMBER,27-Oct-25,09.18,8344.5,8382.0,8338.0,8376.5,8318.397231875906,BUY,100,2025-10-27 09:18,1761536880,27-Oct-25|09.18|8344.5|8376.5
AMBER,28-Oct-25,14.21,8418.0,8418.0,8385.5,8390.0,8417.503501369276,SELL,100,2025-10-28 14:21,1761641460,28-Oct-25|14.21|8418.0|8390.0
AMBER,28-Oct-25,14.48,8411.5,8445.0,8409.0,8440.5,8415.696574410793,BUY,100,2025-10-28 14:48,1761643080,28-Oct-25|14.48|8411.5|8440.5
AMBER,29-Oct-25,11.51,8463.0,8468.5,8431.0,8431.0,8463.161042204809,SELL,100,2025-10-29 11:51,1761718860,29-Oct-25|11.51|8463.0|8431.0
AMBER,06-Nov-25,09.42,7880.0,7912.0,7867.0,7907.0,7866.636755684141,BUY,100,2025-11-06 09:42,1762402320,06-Nov-25|09.42|7880.0|7907.0
AMBER,06-Nov-25,11.51,7887.0,7887.0,7727.0,7764.0,7896.644224686291,SELL,100,2025-11-06 11:51,1762410060,06-Nov-25|11.51|7887.0|7764.0
AMBER,11-Nov-25,11.00,7165.5,7186.5,7163.0,7177.0,7136.147711678174,BUY,100,2025-11-11 11:00,1762839000,11-Nov-25|11.00|7165.5|7177.0
AMBER,11-Nov-25,14.48,7193.5,7195.0,7145.0,7158.5,7176.509854669963,SELL,100,2025-11-11 14:48,1762852680,11-Nov-25|14.48|7193.5|7158.5
AMBER,12-Nov-25,09.18,7188.5,7237.0,7188.0,7237.0,7174.412118256517,BUY,100,2025-11-12 09:18,1762919280,12-Nov-25|09.18|7188.5|7237.0
AMBER,12-Nov-25,09.45,7155.0,7156.0,7145.0,7147.5,7175.7298400193085,SELL,100,2025-11-12 09:45,1762920900,12-Nov-25|09.45|7155.0|7147.5
AMBER,12-Nov-25,12.00,7160.5,7178.0,7159.5,7175.5,7160.3707683700895,BUY,100,2025-11-12 12:00,1762929000,12-Nov-25|12.00|7160.5|7175.5
AMBER,13-Nov-25,10.33,7171.0,7171.0,7143.5,7152.5,7172.897022913851,SELL,100,2025-11-13 10:33,1763010180,13-Nov-25|10.33|7171.0|7152.5
AMBER,14-Nov-25,09.18,7157.0,7220.0,7157.0,7186.5,7157.448195360564,BUY,100,2025-11-14 09:18,1763092080,14-Nov-25|09.18|7157.0|7186.5
AMBER,18-Nov-25,09.42,7398.5,7399.0,7385.0,7385.0,7394.461442193905,SELL,100,2025-11-18 09:42,1763439120,18-Nov-25|09.42|7398.5|7385.0
AMBER,18-Nov-25,14.24,7374.0,7401.0,7372.0,7399.0,7372.877368830015,BUY,100,2025-11-18 14:24,1763456040,18-Nov-25|14.24|7374.0|7399.0
AMBER,20-Nov-25,09.42,7380.0,7380.0,7361.0,7368.0,7384.045072729796,SELL,100,2025-11-20 09:42,1763611920,20-Nov-25|09.42|7380.0|7368.0
AMBER,25-Nov-25,13.21,7091.5,7110.0,7090.0,7109.5,7088.583388235364,BUY,100,2025-11-25 13:21,1764057060,25-Nov-25|13.21|7091.5|7109.5
AMBER,27-Nov-25,09.48,7195.5,7196.0,7167.5,7170.0,7192.94789899935,SELL,100,2025-11-27 09:48,1764217080,27-Nov-25|09.48|7195.5|7170.0
AMBER,28-Nov-25,14.51,7102.5,7110.0,7098.5,7110.0,7098.505459916728,BUY,100,2025-11-28 14:51,1764321660,28-Nov-25|14.51|7102.5|7110.0
AMBER,01-Dec-25,09.45,7102.0,7104.5,7086.5,7089.5,7107.848532696354,SELL,100,2025-12-01 09:45,1764562500,01-Dec-25|09.45|7102.0|7089.5
AMBER,01-Dec-25,14.09,7073.5,7084.0,7073.5,7084.0,7076.369127594954,BUY,100,2025-12-01 14:09,1764578340,01-Dec-25|14.09|7073.5|7084.0
AMBER,02-Dec-25,09.27,7101.0,7103.5,7066.5,7069.0,7076.894471233611,SELL,100,2025-12-02 09:27,1764647820,02-Dec-25|09.27|7101.0|7069.0
AMBER,02-Dec-25,15.00,7031.5,7053.5,7031.5,7053.0,7044.17374379163,BUY,100,2025-12-02 15:00,1764667800,02-Dec-25|15.00|7031.5|7053.0
AMBER,02-Dec-25,15.15,7047.5,7047.5,7021.5,7021.5,7044.340586281835,SELL,100,2025-12-02 15:15,1764668700,02-Dec-25|15.15|7047.5|7021.5
